Team1,Score,Team2,Competition,Map,Date,Page,Team 1 Score,Team 2 Score,Winning Team,Losing Team,Margin,Total Rounds,Game Type
catman,16-8,Bizarre,ESEAMDLSeason32Australia,inf,2019-09-18,15,16,8,catman,Bizarre,8,24,16
PC419,16-8,Dippers,ESEAMDLSeason32Australia,vtg,2019-09-18,15,16,8,PC419,Dippers,8,24,16
catman,16-7,SYF,ESEAMDLSeason32Australia,inf,2019-09-18,15,16,7,catman,SYF,9,23,16
Grayhound,1-0,MC,ESEAMDLSeason32Australia,-,2019-09-18,15,1,0,Grayhound,MC,1,1,1
BushidoBoyz,19-17,Divine,ESEAMDLSeason32NorthAmerica,inf,2019-09-18,15,19,17,BushidoBoyz,Divine,2,36,19
Monstars,5-16,BigFrames,ESEAMDLSeason32NorthAmerica,nuke,2019-09-18,15,5,16,BigFrames,Monstars,11,21,16
LiviD,1-16,MAC-51,ESEAMDLSeason32NorthAmerica,mrg,2019-09-18,15,1,16,MAC-51,LiviD,15,17,16
RapGang,16-7,LiviD,ESEAMDLSeason32NorthAmerica,nuke,2019-09-18,15,16,7,RapGang,LiviD,9,23,16
Envy,16-10,eUnited,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Default,2019-09-18,15,16,10,Envy,eUnited,6,26,16
Envy,14-16,eUnited,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Nuke,2019-09-18,15,14,16,eUnited,Envy,2,30,16
Envy,16-9 ,eUnited,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Inferno,2019-09-18,15,16,9,Envy,eUnited,7,25,16
Liquid,13-16,Sharks,ECSSeason8NorthAmericaWeek1,Vertigo,2019-09-18,15,13,16,Sharks,Liquid,3,29,16
Liquid,14-16,Sharks,ECSSeason8NorthAmericaWeek1,Mirage,2019-09-18,15,14,16,Sharks,Liquid,2,30,16
Giants,15-19,MovistarRiders,LaCopa2019,Train,2019-09-17,15,15,19,MovistarRiders,Giants,4,34,19
Giants,19-22,MovistarRiders,LaCopa2019,Vertigo,2019-09-17,15,19,22,MovistarRiders,Giants,3,41,22
AVANGAR,16-14,fnatic,ECSSeason8EuropeWeek1,Mirage,2019-09-17,15,16,14,AVANGAR,fnatic,2,30,16
AVANGAR,6-16 ,fnatic,ECSSeason8EuropeWeek1,Dust2,2019-09-17,15,6,16,fnatic,AVANGAR,10,22,16
AVANGAR,16-13,fnatic,ECSSeason8EuropeWeek1,Train,2019-09-17,15,16,13,AVANGAR,fnatic,3,29,16
DETONA,9-16 ,W7M,BrasilGameShow2019,Train,2019-09-17,15,9,16,W7M,DETONA,7,25,16
DETONA,11-16,W7M,BrasilGameShow2019,Inferno,2019-09-17,15,11,16,W7M,DETONA,5,27,16
GamerLegion,16-14,G2,GG.BETBeijingInvitational-IEMBeijing2019Qualifier,Overpass,2019-09-17,15,16,14,GamerLegion,G2,2,30,16
GamerLegion,11-16,G2,GG.BETBeijingInvitational-IEMBeijing2019Qualifier,Dust2,2019-09-17,15,11,16,G2,GamerLegion,5,27,16
GamerLegion,20-22,G2,GG.BETBeijingInvitational-IEMBeijing2019Qualifier,Train,2019-09-17,15,20,22,G2,GamerLegion,2,42,22
OpTic,16-8 ,Sprout,EuropeanChampionsCup,Dust2,2019-09-17,15,16,8,OpTic,Sprout,8,24,16
OpTic,16-10,Sprout,EuropeanChampionsCup,Overpass,2019-09-17,15,16,10,OpTic,Sprout,6,26,16
Heretics,16-12,VodkaJuniors,LaCopa2019,Inferno,2019-09-17,15,16,12,Heretics,VodkaJuniors,4,28,16
Heretics,7-16 ,VodkaJuniors,LaCopa2019,Mirage,2019-09-17,15,7,16,VodkaJuniors,Heretics,9,23,16
Heretics,16-8 ,VodkaJuniors,LaCopa2019,Nuke,2019-09-17,15,16,8,Heretics,VodkaJuniors,8,24,16
AGO,16-6,Japaleno,ESEAMDLSeason32Europe,mrg,2019-09-17,16,16,6,AGO,Japaleno,10,22,16
Japaleno,7-16,HAVU,ESEAMDLSeason32Europe,trn,2019-09-17,16,7,16,HAVU,Japaleno,9,23,16
GambitYoungsters,19-16,Illuminar,EuropeanChampionsCup,Mirage,2019-09-17,16,19,16,GambitYoungsters,Illuminar,3,35,19
GambitYoungsters,16-9 ,Illuminar,EuropeanChampionsCup,Vertigo,2019-09-17,16,16,9,GambitYoungsters,Illuminar,7,25,16
SJ,14-16,LyngbyVikings,NESTPro:EU&CISQualifier,Inferno,2019-09-17,16,14,16,LyngbyVikings,SJ,2,30,16
SJ,16-8 ,LyngbyVikings,NESTPro:EU&CISQualifier,Nuke,2019-09-17,16,16,8,SJ,LyngbyVikings,8,24,16
SJ,16-9 ,LyngbyVikings,NESTPro:EU&CISQualifier,Train,2019-09-17,16,16,9,SJ,LyngbyVikings,7,25,16
G2,16-8,OneMoreTime,GG.BETBeijingInvitational-IEMBeijing2019Qualifier,d2,2019-09-17,16,16,8,G2,OneMoreTime,8,24,16
JiJieHao,22-20,5POWER,IEMBeijing2019GreaterChinaOpenQualifier#1,Mirage,2019-09-17,16,22,20,JiJieHao,5POWER,2,42,22
JiJieHao,17-19,5POWER,IEMBeijing2019GreaterChinaOpenQualifier#1,Train,2019-09-17,16,17,19,5POWER,JiJieHao,2,36,19
JiJieHao,19-15,5POWER,IEMBeijing2019GreaterChinaOpenQualifier#1,Inferno,2019-09-17,16,19,15,JiJieHao,5POWER,4,34,19
Heroic,0-16,GamerLegion,GG.BETBeijingInvitational-IEMBeijing2019Qualifier,ovp,2019-09-17,16,0,16,GamerLegion,Heroic,16,16,16
LynnVision,16-10,EHOME,IEMBeijing2019GreaterChinaOpenQualifier#1,Inferno,2019-09-17,16,16,10,LynnVision,EHOME,6,26,16
LynnVision,8-16 ,EHOME,IEMBeijing2019GreaterChinaOpenQualifier#1,Nuke,2019-09-17,16,8,16,EHOME,LynnVision,8,24,16
LynnVision,14-16,EHOME,IEMBeijing2019GreaterChinaOpenQualifier#1,Overpass,2019-09-17,16,14,16,EHOME,LynnVision,2,30,16
AVANGAR,9-16 ,Illuminar,EuropeanChampionsCup,Inferno,2019-09-17,16,9,16,Illuminar,AVANGAR,7,25,16
AVANGAR,13-16,Illuminar,EuropeanChampionsCup,Vertigo,2019-09-17,16,13,16,Illuminar,AVANGAR,3,29,16
Genuine,14-16,Recursive,ESLProLeagueSeason10OceaniaQualifier2,Dust2,2019-09-17,16,14,16,Recursive,Genuine,2,30,16
Genuine,12-16,Recursive,ESLProLeagueSeason10OceaniaQualifier2,Inferno,2019-09-17,16,12,16,Recursive,Genuine,4,28,16
CopenhagenFlames,12-16,ex-Epsilon,LOOT.BETSeason4,Inferno,2019-09-17,16,12,16,ex-Epsilon,CopenhagenFlames,4,28,16
CopenhagenFlames,16-5 ,ex-Epsilon,LOOT.BETSeason4,Nuke,2019-09-17,16,16,5,CopenhagenFlames,ex-Epsilon,11,21,16
CopenhagenFlames,16-9 ,ex-Epsilon,LOOT.BETSeason4,Mirage,2019-09-17,16,16,9,CopenhagenFlames,ex-Epsilon,7,25,16
Cloud9,9-16 ,ex-Luminosity,ECSSeason8NorthAmericaWeek1,Inferno,2019-09-17,16,9,16,ex-Luminosity,Cloud9,7,25,16
Cloud9,16-13,ex-Luminosity,ECSSeason8NorthAmericaWeek1,Overpass,2019-09-17,16,16,13,Cloud9,ex-Luminosity,3,29,16
Cloud9,16-10,ex-Luminosity,ECSSeason8NorthAmericaWeek1,Train,2019-09-17,16,16,10,Cloud9,ex-Luminosity,6,26,16
Singularity,9-16 ,NRG,ECSSeason8NorthAmericaWeek1,Nuke,2019-09-17,16,9,16,NRG,Singularity,7,25,16
Singularity,16-12,NRG,ECSSeason8NorthAmericaWeek1,Overpass,2019-09-17,16,16,12,Singularity,NRG,4,28,16
Singularity,6-16 ,NRG,ECSSeason8NorthAmericaWeek1,Inferno,2019-09-17,16,6,16,NRG,Singularity,10,22,16
eUnited,16-3 ,Sharks,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Vertigo,2019-09-17,16,16,3,eUnited,Sharks,13,19,16
eUnited,16-13,Sharks,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Nuke,2019-09-17,16,16,13,eUnited,Sharks,3,29,16
REDCanids,15-19,Keyd,BrasileirãoSeason1,Nuke,2019-09-17,16,15,19,Keyd,REDCanids,4,34,19
REDCanids,12-16,Keyd,BrasileirãoSeason1,Mirage,2019-09-17,16,12,16,Keyd,REDCanids,4,28,16
ATK,16-4,Mythic,ESEAMDLSeason32NorthAmerica,ovp,2019-09-17,16,16,4,ATK,Mythic,12,20,16
Liquid,11-16,eUnited,ECSSeason8NorthAmericaWeek1,Overpass,2019-09-17,16,11,16,eUnited,Liquid,5,27,16
Liquid,16-3 ,eUnited,ECSSeason8NorthAmericaWeek1,Mirage,2019-09-17,16,16,3,Liquid,eUnited,13,19,16
Liquid,16-13,eUnited,ECSSeason8NorthAmericaWeek1,Nuke,2019-09-17,16,16,13,Liquid,eUnited,3,29,16
Sharks,16-12,INTZ,ECSSeason8NorthAmericaWeek1,Vertigo,2019-09-17,16,16,12,Sharks,INTZ,4,28,16
Sharks,16-7 ,INTZ,ECSSeason8NorthAmericaWeek1,Mirage,2019-09-17,16,16,7,Sharks,INTZ,9,23,16
W7M,16-12,Isurus,BrasileirãoSeason1,Inferno,2019-09-17,16,16,12,W7M,Isurus,4,28,16
W7M,16-10,Isurus,BrasileirãoSeason1,Mirage,2019-09-17,16,16,10,W7M,Isurus,6,26,16
pro100,16-8 ,NewBALLS,HardCup,Overpass,2019-09-17,16,16,8,pro100,NewBALLS,8,24,16
pro100,16-8 ,NewBALLS,HardCup,Train,2019-09-17,16,16,8,pro100,NewBALLS,8,24,16
Japaleno,6-16 ,Heroic,ECSSeason8EuropeWeek1,Mirage,2019-09-17,16,6,16,Heroic,Japaleno,10,22,16
Japaleno,16-12,Heroic,ECSSeason8EuropeWeek1,Inferno,2019-09-17,16,16,12,Japaleno,Heroic,4,28,16
Japaleno,16-10,Heroic,ECSSeason8EuropeWeek1,Overpass,2019-09-17,16,16,10,Japaleno,Heroic,6,26,16
mousesports,16-7 ,CR4ZY,DreamHackMastersMalmö2019EuropeClosedQualifier,Default,2019-09-16,16,16,7,mousesports,CR4ZY,9,23,16
mousesports,16-13,CR4ZY,DreamHackMastersMalmö2019EuropeClosedQualifier,Inferno,2019-09-16,16,16,13,mousesports,CR4ZY,3,29,16
ATK,9-16 ,Sharks,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Dust2,2019-09-16,16,9,16,Sharks,ATK,7,25,16
ATK,16-10,Sharks,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Train,2019-09-16,16,16,10,ATK,Sharks,6,26,16
ATK,10-16,Sharks,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Vertigo,2019-09-16,16,10,16,Sharks,ATK,6,26,16
forZe,16-14,Ambush,ECSSeason8EuropeWeek1,Overpass,2019-09-16,16,16,14,forZe,Ambush,2,30,16
forZe,10-16,Ambush,ECSSeason8EuropeWeek1,Inferno,2019-09-16,16,10,16,Ambush,forZe,6,26,16
forZe,16-3 ,Ambush,ECSSeason8EuropeWeek1,Train,2019-09-16,16,16,3,forZe,Ambush,13,19,16
NewBALLS,22-18,Espada,HardCup,Vertigo,2019-09-16,16,22,18,NewBALLS,Espada,4,40,22
NewBALLS,13-16,Espada,HardCup,Train,2019-09-16,16,13,16,Espada,NewBALLS,3,29,16
NewBALLS,16-6 ,Espada,HardCup,Mirage,2019-09-16,16,16,6,NewBALLS,Espada,10,22,16
BIG,16-11,GambitYoungsters,EuropeanChampionsCup,Dust2,2019-09-16,16,16,11,BIG,GambitYoungsters,5,27,16
BIG,16-5 ,GambitYoungsters,EuropeanChampionsCup,Mirage,2019-09-16,16,16,5,BIG,GambitYoungsters,11,21,16
MovistarRiders,16-14,Demise,ESEAMDLSeason32Europe,inf,2019-09-16,16,16,14,MovistarRiders,Demise,2,30,16
AVANGAR,13-16,Virtus.pro,ECSSeason8EuropeWeek1,Mirage,2019-09-16,16,13,16,Virtus.pro,AVANGAR,3,29,16
AVANGAR,16-11,Virtus.pro,ECSSeason8EuropeWeek1,Dust2,2019-09-16,16,16,11,AVANGAR,Virtus.pro,5,27,16
AVANGAR,16-6 ,Virtus.pro,ECSSeason8EuropeWeek1,Inferno,2019-09-16,16,16,6,AVANGAR,Virtus.pro,10,22,16
CR4ZY,16-9 ,GamerLegion,DreamHackMastersMalmö2019EuropeClosedQualifier,Inferno,2019-09-16,16,16,9,CR4ZY,GamerLegion,7,25,16
CR4ZY,16-5 ,GamerLegion,DreamHackMastersMalmö2019EuropeClosedQualifier,Vertigo,2019-09-16,16,16,5,CR4ZY,GamerLegion,11,21,16
mousesports,16-4 ,forZe,GG.BETBeijingInvitational-IEMBeijing2019Qualifier,Dust2,2019-09-16,16,16,4,mousesports,forZe,12,20,16
mousesports,16-10,forZe,GG.BETBeijingInvitational-IEMBeijing2019Qualifier,Mirage,2019-09-16,16,16,10,mousesports,forZe,6,26,16
Heretics,14-16,fnatic,ECSSeason8EuropeWeek1,Dust2,2019-09-16,16,14,16,fnatic,Heretics,2,30,16
Heretics,9-16 ,fnatic,ECSSeason8EuropeWeek1,Mirage,2019-09-16,16,9,16,fnatic,Heretics,7,25,16
GambitYoungsters,16-9 ,Illuminar,EuropeanChampionsCup,Overpass,2019-09-16,16,16,9,GambitYoungsters,Illuminar,7,25,16
GambitYoungsters,16-12,Illuminar,EuropeanChampionsCup,Train,2019-09-16,16,16,12,GambitYoungsters,Illuminar,4,28,16
OpTic,13-16,forZe,GG.BETBeijingInvitational-IEMBeijing2019Qualifier,mrg,2019-09-16,16,13,16,forZe,OpTic,3,29,16
mousesports,16-8,ex-Epsilon,GG.BETBeijingInvitational-IEMBeijing2019Qualifier,d2,2019-09-16,16,16,8,mousesports,ex-Epsilon,8,24,16
AVANGAR,11-16,BIG,EuropeanChampionsCup,Inferno,2019-09-16,16,11,16,BIG,AVANGAR,5,27,16
Unique,16-4 ,pro100,HardCup,Nuke,2019-09-16,16,16,4,Unique,pro100,12,20,16
Unique,2-16 ,pro100,HardCup,Inferno,2019-09-16,16,2,16,pro100,Unique,14,18,16
Unique,9-16 ,pro100,HardCup,Dust2,2019-09-16,16,9,16,pro100,Unique,7,25,16
SJ,16-14,Nordavind,LOOT.BETSeason4,Nuke,2019-09-16,16,16,14,SJ,Nordavind,2,30,16
SJ,4-16 ,Nordavind,LOOT.BETSeason4,Overpass,2019-09-16,16,4,16,Nordavind,SJ,12,20,16
SJ,16-8 ,Nordavind,LOOT.BETSeason4,Inferno,2019-09-16,16,16,8,SJ,Nordavind,8,24,16
Genuine,6-16 ,Grayhound,DreamHackMastersMalmö2019OceaniaClosedQualifier,Default,2019-09-16,16,6,16,Grayhound,Genuine,10,22,16
Genuine,6-16 ,Grayhound,DreamHackMastersMalmö2019OceaniaClosedQualifier,Train,2019-09-16,16,6,16,Grayhound,Genuine,10,22,16
Genuine,2-16 ,Grayhound,DreamHackMastersMalmö2019OceaniaClosedQualifier,Mirage,2019-09-16,16,2,16,Grayhound,Genuine,14,18,16
Chiefs,7-16 ,Grayhound,DreamHackMastersMalmö2019OceaniaClosedQualifier,Dust2,2019-09-16,16,7,16,Grayhound,Chiefs,9,23,16
Chiefs,11-16,Grayhound,DreamHackMastersMalmö2019OceaniaClosedQualifier,Inferno,2019-09-16,16,11,16,Grayhound,Chiefs,5,27,16
5orgless,9-16 ,BTRG,ESLProLeagueSeason9AsiaRelegation,Nuke,2019-09-16,16,9,16,BTRG,5orgless,7,25,16
5orgless,1-16 ,BTRG,ESLProLeagueSeason9AsiaRelegation,Train,2019-09-16,16,1,16,BTRG,5orgless,15,17,16
NewIdentity,9-16 ,JMoneyCrew,Fragadelphia13,Default,2019-09-16,16,9,16,JMoneyCrew,NewIdentity,7,25,16
NewIdentity,13-16,JMoneyCrew,Fragadelphia13,Dust2,2019-09-16,16,13,16,JMoneyCrew,NewIdentity,3,29,16
NewIdentity,5-16 ,JMoneyCrew,Fragadelphia13,Mirage,2019-09-16,16,5,16,JMoneyCrew,NewIdentity,11,21,16
JMoneyCrew,16-12,Monstars,Fragadelphia13,Mirage,2019-09-16,16,16,12,JMoneyCrew,Monstars,4,28,16
JMoneyCrew,16-13,Monstars,Fragadelphia13,Nuke,2019-09-16,16,16,13,JMoneyCrew,Monstars,3,29,16
NewIdentity,8-16 ,JMoneyCrew,Fragadelphia13,Dust2,2019-09-16,16,8,16,JMoneyCrew,NewIdentity,8,24,16
NewIdentity,16-6 ,JMoneyCrew,Fragadelphia13,Mirage,2019-09-16,16,16,6,NewIdentity,JMoneyCrew,10,22,16
NewIdentity,16-9 ,JMoneyCrew,Fragadelphia13,Nuke,2019-09-16,16,16,9,NewIdentity,JMoneyCrew,7,25,16
Monstars,16-5,ThunderLogic,Fragadelphia13,nuke,2019-09-16,16,16,5,Monstars,ThunderLogic,11,21,16
Monstars,16-14,Rebirth,Fragadelphia13,inf,2019-09-16,16,16,14,Monstars,Rebirth,2,30,16
BLUEJAYS,16-5 ,Salamander,BelgradeOpen#3,Mirage,2019-09-15,16,16,5,BLUEJAYS,Salamander,11,21,16
BLUEJAYS,16-6 ,Salamander,BelgradeOpen#3,Nuke,2019-09-15,16,16,6,BLUEJAYS,Salamander,10,22,16
JMoneyCrew,14-16,Monstars,Fragadelphia13,Mirage,2019-09-15,16,14,16,Monstars,JMoneyCrew,2,30,16
JMoneyCrew,19-17,Monstars,Fragadelphia13,Inferno,2019-09-15,16,19,17,JMoneyCrew,Monstars,2,36,19
JMoneyCrew,16-13,Monstars,Fragadelphia13,Overpass,2019-09-15,16,16,13,JMoneyCrew,Monstars,3,29,16
heX,5-16,ThunderLogic,Fragadelphia13,inf,2019-09-15,16,5,16,ThunderLogic,heX,11,21,16
TGS,12-16,Rebirth,Fragadelphia13,inf,2019-09-15,16,12,16,Rebirth,TGS,4,28,16
ThunderLogic,16-9,BigRods,Fragadelphia13,trn,2019-09-15,16,16,9,ThunderLogic,BigRods,7,25,16
NewIdentity,16-12,heX,Fragadelphia13,Nuke,2019-09-15,16,16,12,NewIdentity,heX,4,28,16
NewIdentity,16-2 ,heX,Fragadelphia13,Overpass,2019-09-15,16,16,2,NewIdentity,heX,14,18,16
balenciaga,14-16,Salamander,BelgradeOpen#3,Vertigo,2019-09-15,16,14,16,Salamander,balenciaga,2,30,16
balenciaga,11-16,Salamander,BelgradeOpen#3,Train,2019-09-15,16,11,16,Salamander,balenciaga,5,27,16
Rebirth,16-8,idcgonext,Fragadelphia13,inf,2019-09-15,16,16,8,Rebirth,idcgonext,8,24,16
ThunderLogic,16-12,MountOlympus,Fragadelphia13,mrg,2019-09-15,16,16,12,ThunderLogic,MountOlympus,4,28,16
ArenaBulls,16-10,Sangal,ESLTurkeyChampionshipSummer2019Finals,Train,2019-09-15,16,16,10,ArenaBulls,Sangal,6,26,16
ArenaBulls,11-16,Sangal,ESLTurkeyChampionshipSummer2019Finals,Mirage,2019-09-15,16,11,16,Sangal,ArenaBulls,5,27,16
ArenaBulls,17-19,Sangal,ESLTurkeyChampionshipSummer2019Finals,Nuke,2019-09-15,16,17,19,Sangal,ArenaBulls,2,36,19
nTice,13-16,BigRods,Fragadelphia13,ovp,2019-09-15,16,13,16,BigRods,nTice,3,29,16
TGS,16-3,Precision,Fragadelphia13,trn,2019-09-15,16,16,3,TGS,Precision,13,19,16
NET-FLX,12-16,Yalla,eXTREMESLAND2019Lebanon,Dust2,2019-09-15,16,12,16,Yalla,NET-FLX,4,28,16
NET-FLX,10-16,Yalla,eXTREMESLAND2019Lebanon,Mirage,2019-09-15,16,10,16,Yalla,NET-FLX,6,26,16
pro100,16-12,Se7en,HardCup,nuke,2019-09-15,16,16,12,pro100,Se7en,4,28,16
NewBALLS,16-14,Se7en,HardCup,nuke,2019-09-15,16,16,14,NewBALLS,Se7en,2,30,16
proWince,3-16 ,BLUEJAYS,BelgradeOpen#3,Inferno,2019-09-15,16,3,16,BLUEJAYS,proWince,13,19,16
proWince,10-16,BLUEJAYS,BelgradeOpen#3,Vertigo,2019-09-15,16,10,16,BLUEJAYS,proWince,6,26,16
SeaLions,14-16,Yalla,eXTREMESLAND2019Lebanon,Inferno,2019-09-15,16,14,16,Yalla,SeaLions,2,30,16
SeaLions,10-16,Yalla,eXTREMESLAND2019Lebanon,Dust2,2019-09-15,16,10,16,Yalla,SeaLions,6,26,16
pro100,16-12,Warthox,HardCup,ovp,2019-09-15,16,16,12,pro100,Warthox,4,28,16
Japaleno,16-11,AGO,LOOT.BETSeason4,Mirage,2019-09-15,16,16,11,Japaleno,AGO,5,27,16
Japaleno,9-16 ,AGO,LOOT.BETSeason4,Dust2,2019-09-15,16,9,16,AGO,Japaleno,7,25,16
Japaleno,16-14,AGO,LOOT.BETSeason4,Inferno,2019-09-15,16,16,14,Japaleno,AGO,2,30,16
Bpro,16-6 ,FATE,A1GamingLeagueGrandFinals,Inferno,2019-09-15,16,16,6,Bpro,FATE,10,22,16
Bpro,8-16 ,FATE,A1GamingLeagueGrandFinals,Overpass,2019-09-15,16,8,16,FATE,Bpro,8,24,16
Bpro,16-14,FATE,A1GamingLeagueGrandFinals,Train,2019-09-15,16,16,14,Bpro,FATE,2,30,16
Se7en,16-8,Warthox,HardCup,inf,2019-09-15,16,16,8,Se7en,Warthox,8,24,16
pro100,13-16,NewBALLS,HardCup,trn,2019-09-15,16,13,16,NewBALLS,pro100,3,29,16
Fiery,9-16 ,Goodfellas,WESG2019BruneiRegionalFinals,Nuke,2019-09-15,16,9,16,Goodfellas,Fiery,7,25,16
Fiery,7-16 ,Goodfellas,WESG2019BruneiRegionalFinals,Overpass,2019-09-15,16,7,16,Goodfellas,Fiery,9,23,16
BLUEJAYS,16-10,iNation,BelgradeOpen#3,trn,2019-09-15,16,16,10,BLUEJAYS,iNation,6,26,16
Bulls,20-22,NET-FLX,eXTREMESLAND2019Lebanon,Vertigo,2019-09-15,16,20,22,NET-FLX,Bulls,2,42,22
Bulls,14-16,NET-FLX,eXTREMESLAND2019Lebanon,Mirage,2019-09-15,16,14,16,NET-FLX,Bulls,2,30,16
Salamander,16-7,bruto500,BelgradeOpen#3,trn,2019-09-15,16,16,7,Salamander,bruto500,9,23,16
reallyweird,16-14,PC419,ESLProLeagueSeason10OceaniaQualifier1,Vertigo,2019-09-15,16,16,14,reallyweird,PC419,2,30,16
reallyweird,16-11,PC419,ESLProLeagueSeason10OceaniaQualifier1,Inferno,2019-09-15,16,16,11,reallyweird,PC419,5,27,16
MoscowCreepZ,8-16,Espada,HardCup,d2,2019-09-15,16,8,16,Espada,MoscowCreepZ,8,24,16
proWince,16-11,PSYCHOACTIVE,BelgradeOpen#3,inf,2019-09-15,16,16,11,proWince,PSYCHOACTIVE,5,27,16
ARMADA,11-16,balenciaga,BelgradeOpen#3,vtg,2019-09-15,16,11,16,balenciaga,ARMADA,5,27,16
Unique,16-7,Espada,HardCup,d2,2019-09-15,16,16,7,Unique,Espada,9,23,16
FuturePerfect,10-16,MoscowCreepZ,HardCup,d2,2019-09-15,16,10,16,MoscowCreepZ,FuturePerfect,6,26,16
Genuine,9-16 ,PC419,ESLProLeagueSeason10OceaniaQualifier1,Mirage,2019-09-15,16,9,16,PC419,Genuine,7,25,16
Genuine,10-16,PC419,ESLProLeagueSeason10OceaniaQualifier1,Inferno,2019-09-15,16,10,16,PC419,Genuine,6,26,16
Espada,16-12,MoscowCreepZ,HardCup,d2,2019-09-15,16,16,12,Espada,MoscowCreepZ,4,28,16
TGS,16-5 ,heX,Fragadelphia13,Dust2,2019-09-15,16,16,5,TGS,heX,11,21,16
TGS,17-19,heX,Fragadelphia13,Inferno,2019-09-15,16,17,19,heX,TGS,2,36,19
TGS,3-16 ,heX,Fragadelphia13,Nuke,2019-09-15,16,3,16,heX,TGS,13,19,16
JMoneyCrew,16-6 ,nTice,Fragadelphia13,Inferno,2019-09-15,16,16,6,JMoneyCrew,nTice,10,22,16
JMoneyCrew,16-6 ,nTice,Fragadelphia13,Train,2019-09-15,16,16,6,JMoneyCrew,nTice,10,22,16
StompsMoneyCrew,12-16,Precision,Fragadelphia13,d2,2019-09-15,16,12,16,Precision,StompsMoneyCrew,4,28,16
Rebirth,4-16 ,NewIdentity,Fragadelphia13,Mirage,2019-09-15,16,4,16,NewIdentity,Rebirth,12,20,16
Rebirth,7-16 ,NewIdentity,Fragadelphia13,Dust2,2019-09-15,16,7,16,NewIdentity,Rebirth,9,23,16
Unique,16-7,FuturePerfect,HardCup,nuke,2019-09-15,16,16,7,Unique,FuturePerfect,9,23,16
Kinesis,11-16,BigRods,Fragadelphia13,ovp,2019-09-15,16,11,16,BigRods,Kinesis,5,27,16
Monstars,16-6 ,ThunderLogic,Fragadelphia13,Mirage,2019-09-15,16,16,6,Monstars,ThunderLogic,10,22,16
Monstars,19-17,ThunderLogic,Fragadelphia13,Nuke,2019-09-15,16,19,17,Monstars,ThunderLogic,2,36,19
NoNamers,2-16,idcgonext,Fragadelphia13,inf,2019-09-15,16,2,16,idcgonext,NoNamers,14,18,16
MountOlympus,16-4,Shyboyz,Fragadelphia13,inf,2019-09-15,16,16,4,MountOlympus,Shyboyz,12,20,16
NewIdentity,16-4 ,Kinesis,Fragadelphia13,Mirage,2019-09-15,16,16,4,NewIdentity,Kinesis,12,20,16
NewIdentity,16-4 ,Kinesis,Fragadelphia13,Dust2,2019-09-15,16,16,4,NewIdentity,Kinesis,12,20,16
ClearVision,12-16,Precision,Fragadelphia13,d2,2019-09-15,16,12,16,Precision,ClearVision,4,28,16
Triumph,11-16,MountOlympus,Fragadelphia13,d2,2019-09-15,16,11,16,MountOlympus,Triumph,5,27,16
JMoneyCrew,16-8 ,idcgonext,Fragadelphia13,Inferno,2019-09-15,16,16,8,JMoneyCrew,idcgonext,8,24,16
JMoneyCrew,16-6 ,idcgonext,Fragadelphia13,Nuke,2019-09-15,16,16,6,JMoneyCrew,idcgonext,10,22,16
Triumph,16-11,TGS,Fragadelphia13,Nuke,2019-09-15,16,16,11,Triumph,TGS,5,27,16
Triumph,6-16 ,TGS,Fragadelphia13,Inferno,2019-09-15,16,6,16,TGS,Triumph,10,22,16
Triumph,12-16,TGS,Fragadelphia13,Dust2,2019-09-15,16,12,16,TGS,Triumph,4,28,16
ThunderLogic,13-16,ClearVision,Fragadelphia13,Overpass,2019-09-15,16,13,16,ClearVision,ThunderLogic,3,29,16
ThunderLogic,16-11,ClearVision,Fragadelphia13,Train,2019-09-15,16,16,11,ThunderLogic,ClearVision,5,27,16
ThunderLogic,16-6 ,ClearVision,Fragadelphia13,Mirage,2019-09-15,16,16,6,ThunderLogic,ClearVision,10,22,16
Precision,14-16,Kinesis,Fragadelphia13,Train,2019-09-15,16,14,16,Kinesis,Precision,2,30,16
Precision,13-16,Kinesis,Fragadelphia13,Nuke,2019-09-15,16,13,16,Kinesis,Precision,3,29,16
nTice,16-13,NoNamers,Fragadelphia13,Inferno,2019-09-15,16,16,13,nTice,NoNamers,3,29,16
nTice,16-5 ,NoNamers,Fragadelphia13,Mirage,2019-09-15,16,16,5,nTice,NoNamers,11,21,16
MountOlympus,16-19,idcgonext,Fragadelphia13,Inferno,2019-09-15,16,16,19,idcgonext,MountOlympus,3,35,19
MountOlympus,5-16 ,idcgonext,Fragadelphia13,Mirage,2019-09-15,16,5,16,idcgonext,MountOlympus,11,21,16
Shyboyz,9-16 ,heX,Fragadelphia13,Dust2,2019-09-15,16,9,16,heX,Shyboyz,7,25,16
Shyboyz,11-16,heX,Fragadelphia13,Inferno,2019-09-15,16,11,16,heX,Shyboyz,5,27,16
BigRods,7-16 ,Rebirth,Fragadelphia13,Nuke,2019-09-15,16,7,16,Rebirth,BigRods,9,23,16
