Team1,Score,Team2,Competition,Map,Date,Page,Team 1 Score,Team 2 Score,Winning Team,Losing Team,Margin,Total Rounds,Game Type
Variance,2-16 ,TheQuest,ESEAMDLSeason30NorthAmericaRelegation,Overpass,2019-04-12,52,2,16,TheQuest,Variance,14,18,16
Variance,16-11,TheQuest,ESEAMDLSeason30NorthAmericaRelegation,Mirage,2019-04-12,52,16,11,Variance,TheQuest,5,27,16
slashLEVEL,16-14,TheFundamentals,ESEAMDLSeason30NorthAmericaRelegation,Nuke,2019-04-12,52,16,14,slashLEVEL,TheFundamentals,2,30,16
slashLEVEL,16-9 ,TheFundamentals,ESEAMDLSeason30NorthAmericaRelegation,Cache,2019-04-12,52,16,9,slashLEVEL,TheFundamentals,7,25,16
Breakaway,10-16,Athletico,ESLProLeagueSeason9Asia-Pacific,Mirage,2019-04-12,52,10,16,Athletico,Breakaway,6,26,16
Breakaway,11-16,Athletico,ESLProLeagueSeason9Asia-Pacific,Nuke,2019-04-12,52,11,16,Athletico,Breakaway,5,27,16
paiN,4-16 ,W7M,DellGamingLigaProSeason1-#4APR/19,Inferno,2019-04-12,52,4,16,W7M,paiN,12,20,16
paiN,16-4 ,W7M,DellGamingLigaProSeason1-#4APR/19,Overpass,2019-04-12,52,16,4,paiN,W7M,12,20,16
paiN,8-16 ,W7M,DellGamingLigaProSeason1-#4APR/19,Mirage,2019-04-12,52,8,16,W7M,paiN,8,24,16
ORDER,16-12,Paradox,ESLProLeagueSeason9Asia-Pacific,Mirage,2019-04-12,52,16,12,ORDER,Paradox,4,28,16
ORDER,16-4 ,Paradox,ESLProLeagueSeason9Asia-Pacific,Nuke,2019-04-12,52,16,4,ORDER,Paradox,12,20,16
Reapers,13-16,Evidence,DellGamingLigaProSeason1-#4APR/19,Dust2,2019-04-12,52,13,16,Evidence,Reapers,3,29,16
Reapers,10-16,Evidence,DellGamingLigaProSeason1-#4APR/19,Train,2019-04-12,52,10,16,Evidence,Reapers,6,26,16
NoChance,16-11,Ancient,LOOT.BETHotShotSeriesSeason2,Dust2,2019-04-11,52,16,11,NoChance,Ancient,5,27,16
NoChance,16-13,Ancient,LOOT.BETHotShotSeriesSeason2,Overpass,2019-04-11,52,16,13,NoChance,Ancient,3,29,16
forZe,16-9 ,MovistarRiders,LOOT.BETHotShotSeriesSeason2,Overpass,2019-04-11,52,16,9,forZe,MovistarRiders,7,25,16
forZe,14-16,MovistarRiders,LOOT.BETHotShotSeriesSeason2,Mirage,2019-04-11,52,14,16,MovistarRiders,forZe,2,30,16
forZe,16-7 ,MovistarRiders,LOOT.BETHotShotSeriesSeason2,Nuke,2019-04-11,52,16,7,forZe,MovistarRiders,9,23,16
expert,14-16,London,ESEAMDLSeason30EuropeRelegation,Mirage,2019-04-11,52,14,16,London,expert,2,30,16
expert,16-13,London,ESEAMDLSeason30EuropeRelegation,Nuke,2019-04-11,52,16,13,expert,London,3,29,16
expert,16-13,London,ESEAMDLSeason30EuropeRelegation,Train,2019-04-11,52,16,13,expert,London,3,29,16
ex-Fragsters,6-16 ,x-kom,ESEAMDLSeason30EuropeRelegation,Train,2019-04-11,52,6,16,x-kom,ex-Fragsters,10,22,16
ex-Fragsters,16-10,x-kom,ESEAMDLSeason30EuropeRelegation,Inferno,2019-04-11,52,16,10,ex-Fragsters,x-kom,6,26,16
ex-Fragsters,6-16 ,x-kom,ESEAMDLSeason30EuropeRelegation,Mirage,2019-04-11,52,6,16,x-kom,ex-Fragsters,10,22,16
ex-3DMAX,7-16 ,Windigo,LOOT.BETHotShotSeriesSeason2,Inferno,2019-04-11,52,7,16,Windigo,ex-3DMAX,9,23,16
ex-3DMAX,16-13,Windigo,LOOT.BETHotShotSeriesSeason2,Train,2019-04-11,52,16,13,ex-3DMAX,Windigo,3,29,16
ex-3DMAX,16-9 ,Windigo,LOOT.BETHotShotSeriesSeason2,Nuke,2019-04-11,52,16,9,ex-3DMAX,Windigo,7,25,16
Chaos,17-19,GamerLegion,LOOT.BETSeason2,Inferno,2019-04-11,52,17,19,GamerLegion,Chaos,2,36,19
Chaos,7-16 ,GamerLegion,LOOT.BETSeason2,Mirage,2019-04-11,52,7,16,GamerLegion,Chaos,9,23,16
Tricked,16-10,Giants,LOOT.BETHotShotSeriesSeason2,Nuke,2019-04-11,52,16,10,Tricked,Giants,6,26,16
Tricked,16-12,Giants,LOOT.BETHotShotSeriesSeason2,Inferno,2019-04-11,52,16,12,Tricked,Giants,4,28,16
DreamEaters,16-13,SJ,LOOT.BETSeason2,Mirage,2019-04-11,52,16,13,DreamEaters,SJ,3,29,16
DreamEaters,16-13,SJ,LOOT.BETSeason2,Overpass,2019-04-11,52,16,13,DreamEaters,SJ,3,29,16
ex-Caladrius,15-19,Surge,ESEAMDLSeason30AustraliaRelegation,Inferno,2019-04-11,52,15,19,Surge,ex-Caladrius,4,34,19
ex-Caladrius,16-14,Surge,ESEAMDLSeason30AustraliaRelegation,Mirage,2019-04-11,52,16,14,ex-Caladrius,Surge,2,30,16
ex-Caladrius,6-16 ,Surge,ESEAMDLSeason30AustraliaRelegation,Train,2019-04-11,52,6,16,Surge,ex-Caladrius,10,22,16
Chiefs,19-17,ORDER,ESLAustralia&NZChampionshipSeason8,Overpass,2019-04-11,52,19,17,Chiefs,ORDER,2,36,19
Chiefs,16-1 ,ORDER,ESLAustralia&NZChampionshipSeason8,Nuke,2019-04-11,52,16,1,Chiefs,ORDER,15,17,16
ViCi,16-9 ,8EASY,DreamHackMastersDallas2019ChinaClosedQualifier,Inferno,2019-04-11,52,16,9,ViCi,8EASY,7,25,16
ViCi,5-16 ,8EASY,DreamHackMastersDallas2019ChinaClosedQualifier,Overpass,2019-04-11,52,5,16,8EASY,ViCi,11,21,16
ViCi,19-17,8EASY,DreamHackMastersDallas2019ChinaClosedQualifier,Dust2,2019-04-11,52,19,17,ViCi,8EASY,2,36,19
Breakaway,16-1 ,Fighting4Freedom,ESLAustralia&NZChampionshipSeason8,Train,2019-04-11,52,16,1,Breakaway,Fighting4Freedom,15,17,16
Breakaway,16-5 ,Fighting4Freedom,ESLAustralia&NZChampionshipSeason8,Nuke,2019-04-11,52,16,5,Breakaway,Fighting4Freedom,11,21,16
Panda,16-12,Thirteen,DreamHackMastersDallas2019ChinaClosedQualifier,Train,2019-04-11,52,16,12,Panda,Thirteen,4,28,16
Panda,16-7 ,Thirteen,DreamHackMastersDallas2019ChinaClosedQualifier,Dust2,2019-04-11,52,16,7,Panda,Thirteen,9,23,16
5POWER,16-5 ,LynnVision,DreamHackMastersDallas2019ChinaClosedQualifier,Inferno,2019-04-11,52,16,5,5POWER,LynnVision,11,21,16
5POWER,16-9 ,LynnVision,DreamHackMastersDallas2019ChinaClosedQualifier,Mirage,2019-04-11,52,16,9,5POWER,LynnVision,7,25,16
TYLOO,16-1 ,VitalSpark,DreamHackMastersDallas2019ChinaClosedQualifier,Mirage,2019-04-11,52,16,1,TYLOO,VitalSpark,15,17,16
TYLOO,16-1 ,VitalSpark,DreamHackMastersDallas2019ChinaClosedQualifier,Dust2,2019-04-11,52,16,1,TYLOO,VitalSpark,15,17,16
paiN,22-18,Reapers,DellGamingLigaProSeason1-#4APR/19,Mirage,2019-04-11,52,22,18,paiN,Reapers,4,40,22
paiN,11-16,Reapers,DellGamingLigaProSeason1-#4APR/19,Inferno,2019-04-11,52,11,16,Reapers,paiN,5,27,16
paiN,16-11,Reapers,DellGamingLigaProSeason1-#4APR/19,Dust2,2019-04-11,52,16,11,paiN,Reapers,5,27,16
BLITZKRIEG,16-11,Variance,ESEAMDLSeason30NorthAmericaRelegation,Cache,2019-04-11,52,16,11,BLITZKRIEG,Variance,5,27,16
BLITZKRIEG,17-19,Variance,ESEAMDLSeason30NorthAmericaRelegation,Train,2019-04-11,52,17,19,Variance,BLITZKRIEG,2,36,19
BLITZKRIEG,16-12,Variance,ESEAMDLSeason30NorthAmericaRelegation,Overpass,2019-04-11,52,16,12,BLITZKRIEG,Variance,4,28,16
ThunderLogic,7-16 ,slashLEVEL,ESEAMDLSeason30NorthAmericaRelegation,Inferno,2019-04-11,52,7,16,slashLEVEL,ThunderLogic,9,23,16
ThunderLogic,16-10,slashLEVEL,ESEAMDLSeason30NorthAmericaRelegation,Mirage,2019-04-11,52,16,10,ThunderLogic,slashLEVEL,6,26,16
ThunderLogic,16-12,slashLEVEL,ESEAMDLSeason30NorthAmericaRelegation,Train,2019-04-11,52,16,12,ThunderLogic,slashLEVEL,4,28,16
TheQuest,16-12,OldGuysClub,ESEAMDLSeason30NorthAmericaRelegation,Nuke,2019-04-11,52,16,12,TheQuest,OldGuysClub,4,28,16
TheQuest,16-10,OldGuysClub,ESEAMDLSeason30NorthAmericaRelegation,Inferno,2019-04-11,52,16,10,TheQuest,OldGuysClub,6,26,16
W7M,16-12,Evidence,DellGamingLigaProSeason1-#4APR/19,Overpass,2019-04-11,52,16,12,W7M,Evidence,4,28,16
W7M,16-14,Evidence,DellGamingLigaProSeason1-#4APR/19,Inferno,2019-04-11,52,16,14,W7M,Evidence,2,30,16
AVANGAR,11-16,x-kom,ESEAMDLSeason30EuropeRelegation,Train,2019-04-11,52,11,16,x-kom,AVANGAR,5,27,16
AVANGAR,16-13,x-kom,ESEAMDLSeason30EuropeRelegation,Mirage,2019-04-11,52,16,13,AVANGAR,x-kom,3,29,16
AVANGAR,11-16,x-kom,ESEAMDLSeason30EuropeRelegation,Overpass,2019-04-11,52,11,16,x-kom,AVANGAR,5,27,16
Fierce,16-6 ,London,ESEAMDLSeason30EuropeRelegation,Overpass,2019-04-11,52,16,6,Fierce,London,10,22,16
Fierce,12-16,London,ESEAMDLSeason30EuropeRelegation,Dust2,2019-04-11,52,12,16,London,Fierce,4,28,16
Fierce,8-16 ,London,ESEAMDLSeason30EuropeRelegation,Nuke,2019-04-11,52,8,16,London,Fierce,8,24,16
Windigo,22-19,PACT,LOOT.BETHotShotSeriesSeason2,Nuke,2019-04-10,52,22,19,Windigo,PACT,3,41,22
Windigo,10-16,PACT,LOOT.BETHotShotSeriesSeason2,Mirage,2019-04-10,52,10,16,PACT,Windigo,6,26,16
Windigo,16-13,PACT,LOOT.BETHotShotSeriesSeason2,Inferno,2019-04-10,52,16,13,Windigo,PACT,3,29,16
Giants,16-8 ,Cream,BLASTProSeriesMadrid2019Play-in,Mirage,2019-04-10,52,16,8,Giants,Cream,8,24,16
Giants,16-3 ,Cream,BLASTProSeriesMadrid2019Play-in,Dust2,2019-04-10,52,16,3,Giants,Cream,13,19,16
Chaos,16-8 ,expert,ESEAMDLSeason30EuropeRelegation,Inferno,2019-04-10,52,16,8,Chaos,expert,8,24,16
Chaos,11-16,expert,ESEAMDLSeason30EuropeRelegation,Cache,2019-04-10,52,11,16,expert,Chaos,5,27,16
Chaos,19-17,expert,ESEAMDLSeason30EuropeRelegation,Mirage,2019-04-10,52,19,17,Chaos,expert,2,36,19
MovistarRiders,16-6 ,Syman,LOOT.BETHotShotSeriesSeason2,Overpass,2019-04-10,52,16,6,MovistarRiders,Syman,10,22,16
MovistarRiders,4-16 ,Syman,LOOT.BETHotShotSeriesSeason2,Mirage,2019-04-10,52,4,16,Syman,MovistarRiders,12,20,16
MovistarRiders,16-5 ,Syman,LOOT.BETHotShotSeriesSeason2,Inferno,2019-04-10,52,16,5,MovistarRiders,Syman,11,21,16
pro100,16-12,ex-Fragsters,ESEAMDLSeason30EuropeRelegation,Inferno,2019-04-10,52,16,12,pro100,ex-Fragsters,4,28,16
pro100,19-22,ex-Fragsters,ESEAMDLSeason30EuropeRelegation,Nuke,2019-04-10,52,19,22,ex-Fragsters,pro100,3,41,22
pro100,16-2 ,ex-Fragsters,ESEAMDLSeason30EuropeRelegation,Mirage,2019-04-10,52,16,2,pro100,ex-Fragsters,14,18,16
CopenhagenFlames,14-16,x-kom,ESEAMDLSeason30EuropeRelegation,Nuke,2019-04-10,52,14,16,x-kom,CopenhagenFlames,2,30,16
CopenhagenFlames,19-22,x-kom,ESEAMDLSeason30EuropeRelegation,Overpass,2019-04-10,52,19,22,x-kom,CopenhagenFlames,3,41,22
Nemiga,16-6 ,Sharks,LOOT.BETSeason2,Inferno,2019-04-10,52,16,6,Nemiga,Sharks,10,22,16
Nemiga,16-13,Sharks,LOOT.BETSeason2,Nuke,2019-04-10,52,16,13,Nemiga,Sharks,3,29,16
London,16-10,ATMOS,ESEAMDLSeason30EuropeRelegation,Mirage,2019-04-10,52,16,10,London,ATMOS,6,26,16
London,16-13,ATMOS,ESEAMDLSeason30EuropeRelegation,Dust2,2019-04-10,52,16,13,London,ATMOS,3,29,16
Dragons,10-16,Queso,BLASTProSeriesMadrid2019Play-in,Vertigo,2019-04-10,52,10,16,Queso,Dragons,6,26,16
Dragons,20-22,Queso,BLASTProSeriesMadrid2019Play-in,Inferno,2019-04-10,52,20,22,Queso,Dragons,2,42,22
AVANGAR,16-12,Berzerk,ESEAMDLSeason30EuropeRelegation,Cache,2019-04-10,52,16,12,AVANGAR,Berzerk,4,28,16
AVANGAR,16-2 ,Berzerk,ESEAMDLSeason30EuropeRelegation,Dust2,2019-04-10,52,16,2,AVANGAR,Berzerk,14,18,16
Winstrike,13-16,forZe,CS.MoneyPremierbyEM,Train,2019-04-10,52,13,16,forZe,Winstrike,3,29,16
Winstrike,7-16 ,forZe,CS.MoneyPremierbyEM,Mirage,2019-04-10,52,7,16,forZe,Winstrike,9,23,16
Epsilon,14-16,Windigo,LOOT.BETSeason2,Nuke,2019-04-10,52,14,16,Windigo,Epsilon,2,30,16
Epsilon,16-14,Windigo,LOOT.BETSeason2,Mirage,2019-04-10,52,16,14,Epsilon,Windigo,2,30,16
Epsilon,2-16 ,Windigo,LOOT.BETSeason2,Inferno,2019-04-10,52,2,16,Windigo,Epsilon,14,18,16
Syman,10-16,NoChance,LOOT.BETHotShotSeriesSeason2,Dust2,2019-04-10,52,10,16,NoChance,Syman,6,26,16
Syman,19-22,NoChance,LOOT.BETHotShotSeriesSeason2,Mirage,2019-04-10,52,19,22,NoChance,Syman,3,41,22
Tricked,16-9 ,PACT,LOOT.BETHotShotSeriesSeason2,Vertigo,2019-04-10,52,16,9,Tricked,PACT,7,25,16
Tricked,16-12,PACT,LOOT.BETHotShotSeriesSeason2,Dust2,2019-04-10,52,16,12,Tricked,PACT,4,28,16
Veteran,16-10,Thirteen,DreamHackMastersDallas2019ChinaOpenQualifier,Inferno,2019-04-10,52,16,10,Veteran,Thirteen,6,26,16
Veteran,9-16 ,Thirteen,DreamHackMastersDallas2019ChinaOpenQualifier,Overpass,2019-04-10,52,9,16,Thirteen,Veteran,7,25,16
Veteran,16-19,Thirteen,DreamHackMastersDallas2019ChinaOpenQualifier,Nuke,2019-04-10,52,16,19,Thirteen,Veteran,3,35,19
Aster,14-16,LynnVision,DreamHackMastersDallas2019ChinaOpenQualifier,Cache,2019-04-10,52,14,16,LynnVision,Aster,2,30,16
Aster,11-16,LynnVision,DreamHackMastersDallas2019ChinaOpenQualifier,Inferno,2019-04-10,52,11,16,LynnVision,Aster,5,27,16
wNv,14-16,VitalSpark,DreamHackMastersDallas2019ChinaOpenQualifier,Train,2019-04-10,52,14,16,VitalSpark,wNv,2,30,16
wNv,11-16,VitalSpark,DreamHackMastersDallas2019ChinaOpenQualifier,Inferno,2019-04-10,52,11,16,VitalSpark,wNv,5,27,16
Surge,16-13,Paradox,ESLAustralia&NZChampionshipSeason8,Inferno,2019-04-10,52,16,13,Surge,Paradox,3,29,16
Surge,16-13,Paradox,ESLAustralia&NZChampionshipSeason8,Mirage,2019-04-10,52,16,13,Surge,Paradox,3,29,16
8EASY,16-9 ,IPET,DreamHackMastersDallas2019ChinaOpenQualifier,Dust2,2019-04-10,52,16,9,8EASY,IPET,7,25,16
8EASY,16-5 ,IPET,DreamHackMastersDallas2019ChinaOpenQualifier,Cache,2019-04-10,52,16,5,8EASY,IPET,11,21,16
AGO,14-16,Tricked,LOOT.BETSeason2,Inferno,2019-04-10,52,14,16,Tricked,AGO,2,30,16
AGO,10-16,Tricked,LOOT.BETSeason2,Train,2019-04-10,52,10,16,Tricked,AGO,6,26,16
Grayhound,16-11,Athletico,ESLAustralia&NZChampionshipSeason8,Dust2,2019-04-10,52,16,11,Grayhound,Athletico,5,27,16
Grayhound,14-16,Athletico,ESLAustralia&NZChampionshipSeason8,Mirage,2019-04-10,52,14,16,Athletico,Grayhound,2,30,16
Grayhound,16-7 ,Athletico,ESLAustralia&NZChampionshipSeason8,Overpass,2019-04-10,52,16,7,Grayhound,Athletico,9,23,16
slashLEVEL,16-8 ,OldGuysClub,ESEAMDLSeason30NorthAmericaRelegation,Train,2019-04-10,52,16,8,slashLEVEL,OldGuysClub,8,24,16
slashLEVEL,16-8 ,OldGuysClub,ESEAMDLSeason30NorthAmericaRelegation,Inferno,2019-04-10,52,16,8,slashLEVEL,OldGuysClub,8,24,16
ThunderLogic,16-9 ,TheQuest,ESEAMDLSeason30NorthAmericaRelegation,Dust2,2019-04-10,52,16,9,ThunderLogic,TheQuest,7,25,16
ThunderLogic,16-8 ,TheQuest,ESEAMDLSeason30NorthAmericaRelegation,Mirage,2019-04-10,52,16,8,ThunderLogic,TheQuest,8,24,16
TheFundamentals,12-16,BLITZKRIEG,ESEAMDLSeason30NorthAmericaRelegation,Cache,2019-04-10,52,12,16,BLITZKRIEG,TheFundamentals,4,28,16
TheFundamentals,11-16,BLITZKRIEG,ESEAMDLSeason30NorthAmericaRelegation,Inferno,2019-04-10,52,11,16,BLITZKRIEG,TheFundamentals,5,27,16
BBC,9-16 ,Variance,ESEAMDLSeason30NorthAmericaRelegation,Train,2019-04-10,52,9,16,Variance,BBC,7,25,16
BBC,10-16,Variance,ESEAMDLSeason30NorthAmericaRelegation,Nuke,2019-04-10,52,10,16,Variance,BBC,6,26,16
WePlayGames,16-13,seguraobone,DellGamingLigaProSeason1-#4APR/19,Dust2,2019-04-10,52,16,13,WePlayGames,seguraobone,3,29,16
WePlayGames,14-16,seguraobone,DellGamingLigaProSeason1-#4APR/19,Overpass,2019-04-10,52,14,16,seguraobone,WePlayGames,2,30,16
WePlayGames,16-12,seguraobone,DellGamingLigaProSeason1-#4APR/19,Mirage,2019-04-10,52,16,12,WePlayGames,seguraobone,4,28,16
expert,16-12,x-kom,ESEAMDLSeason30EuropeRelegation,Inferno,2019-04-10,52,16,12,expert,x-kom,4,28,16
expert,14-16,x-kom,ESEAMDLSeason30EuropeRelegation,Nuke,2019-04-10,52,14,16,x-kom,expert,2,30,16
expert,16-12,x-kom,ESEAMDLSeason30EuropeRelegation,Mirage,2019-04-10,52,16,12,expert,x-kom,4,28,16
Windigo,11-16,Unique,LOOT.BETHotShotSeriesSeason2,Dust2,2019-04-10,52,11,16,Unique,Windigo,5,27,16
Windigo,16-7 ,Unique,LOOT.BETHotShotSeriesSeason2,Mirage,2019-04-10,52,16,7,Windigo,Unique,9,23,16
Windigo,19-17,Unique,LOOT.BETHotShotSeriesSeason2,Train,2019-04-10,52,19,17,Windigo,Unique,2,36,19
Chaos,16-13,AVANGAR,ESEAMDLSeason30EuropeRelegation,Dust2,2019-04-10,52,16,13,Chaos,AVANGAR,3,29,16
Chaos,9-16 ,AVANGAR,ESEAMDLSeason30EuropeRelegation,Inferno,2019-04-10,52,9,16,AVANGAR,Chaos,7,25,16
Chaos,16-14,AVANGAR,ESEAMDLSeason30EuropeRelegation,Overpass,2019-04-10,52,16,14,Chaos,AVANGAR,2,30,16
ex-Fragsters,12-16,London,ESEAMDLSeason30EuropeRelegation,Mirage,2019-04-10,52,12,16,London,ex-Fragsters,4,28,16
ex-Fragsters,16-7 ,London,ESEAMDLSeason30EuropeRelegation,Inferno,2019-04-10,52,16,7,ex-Fragsters,London,9,23,16
ex-Fragsters,16-13,London,ESEAMDLSeason30EuropeRelegation,Dust2,2019-04-10,52,16,13,ex-Fragsters,London,3,29,16
Isurus,16-2,Santos,BrasilGameShow2019,mrg,2019-04-10,52,16,2,Isurus,Santos,14,18,16
REDCanids,16-14,RedemptionPOA,BrasilGameShow2019,ovp,2019-04-10,52,16,14,REDCanids,RedemptionPOA,2,30,16
MovistarRiders,16-13,OFFSET,LOOT.BETHotShotSeriesSeason2,Inferno,2019-04-10,52,16,13,MovistarRiders,OFFSET,3,29,16
MovistarRiders,16-7 ,OFFSET,LOOT.BETHotShotSeriesSeason2,Overpass,2019-04-10,52,16,7,MovistarRiders,OFFSET,9,23,16
WePlayGames,16-9,Bulldozer,BrasilGameShow2019,trn,2019-04-10,52,16,9,WePlayGames,Bulldozer,7,25,16
W7M,16-13,Imperial,BrasilGameShow2019,vtg,2019-04-09,52,16,13,W7M,Imperial,3,29,16
Reapers,16-10,INTZ.Academy,BrasilGameShow2019,inf,2019-04-09,52,16,10,Reapers,INTZ.Academy,6,26,16
ATMOS,19-17,x-kom,ESEAMDLSeason30EuropeRelegation,Inferno,2019-04-09,52,19,17,ATMOS,x-kom,2,36,19
ATMOS,10-16,x-kom,ESEAMDLSeason30EuropeRelegation,Overpass,2019-04-09,52,10,16,x-kom,ATMOS,6,26,16
ATMOS,16-19,x-kom,ESEAMDLSeason30EuropeRelegation,Nuke,2019-04-09,52,16,19,x-kom,ATMOS,3,35,19
PACT,7-16 ,Unique,LOOT.BETHotShotSeriesSeason2,Mirage,2019-04-09,52,7,16,Unique,PACT,9,23,16
PACT,16-8 ,Unique,LOOT.BETHotShotSeriesSeason2,Dust2,2019-04-09,52,16,8,PACT,Unique,8,24,16
PACT,16-8 ,Unique,LOOT.BETHotShotSeriesSeason2,Inferno,2019-04-09,52,16,8,PACT,Unique,8,24,16
LDLC,0-1,pro100,ESEAMDLSeason30EuropeRelegation,-,2019-04-09,52,0,1,pro100,LDLC,1,1,1
NoChance,16-8 ,OFFSET,LOOT.BETHotShotSeriesSeason2,Vertigo,2019-04-09,52,16,8,NoChance,OFFSET,8,24,16
NoChance,16-6 ,OFFSET,LOOT.BETHotShotSeriesSeason2,Inferno,2019-04-09,52,16,6,NoChance,OFFSET,10,22,16
Epsilon,7-16 ,GamerLegion,LOOT.BETSeason2,Nuke,2019-04-09,52,7,16,GamerLegion,Epsilon,9,23,16
Epsilon,8-16 ,GamerLegion,LOOT.BETSeason2,Overpass,2019-04-09,52,8,16,GamerLegion,Epsilon,8,24,16
AVANGAR,16-11,Fierce,ESEAMDLSeason30EuropeRelegation,Inferno,2019-04-09,52,16,11,AVANGAR,Fierce,5,27,16
AVANGAR,16-2 ,Fierce,ESEAMDLSeason30EuropeRelegation,Cache,2019-04-09,52,16,2,AVANGAR,Fierce,14,18,16
CopenhagenFlames,12-16,London,ESEAMDLSeason30EuropeRelegation,Cache,2019-04-09,52,12,16,London,CopenhagenFlames,4,28,16
CopenhagenFlames,6-16 ,London,ESEAMDLSeason30EuropeRelegation,Overpass,2019-04-09,52,6,16,London,CopenhagenFlames,10,22,16
Berzerk,12-16,pro100,ESEAMDLSeason30EuropeRelegation,Cache,2019-04-09,52,12,16,pro100,Berzerk,4,28,16
Berzerk,4-16 ,pro100,ESEAMDLSeason30EuropeRelegation,Inferno,2019-04-09,52,4,16,pro100,Berzerk,12,20,16
DreamEaters,13-16,AGO,LOOT.BETSeason2,Dust2,2019-04-09,52,13,16,AGO,DreamEaters,3,29,16
DreamEaters,18-22,AGO,LOOT.BETSeason2,Inferno,2019-04-09,52,18,22,AGO,DreamEaters,4,40,22
Windigo,11-16,Tricked,LOOT.BETHotShotSeriesSeason2,Nuke,2019-04-09,52,11,16,Tricked,Windigo,5,27,16
Windigo,11-16,Tricked,LOOT.BETHotShotSeriesSeason2,Dust2,2019-04-09,52,11,16,Tricked,Windigo,5,27,16
MovistarRiders,12-16,Syman,LOOT.BETHotShotSeriesSeason2,Overpass,2019-04-09,52,12,16,Syman,MovistarRiders,4,28,16
MovistarRiders,8-16 ,Syman,LOOT.BETHotShotSeriesSeason2,Mirage,2019-04-09,52,8,16,Syman,MovistarRiders,8,24,16
OwmS,6-16,Virtus.pro,KalashnikovCupSeason2,nuke,2019-04-09,52,6,16,Virtus.pro,OwmS,10,22,16
Windigo,16-8 ,Nordavind,LOOT.BETSeason2,Mirage,2019-04-09,53,16,8,Windigo,Nordavind,8,24,16
Windigo,16-14,Nordavind,LOOT.BETSeason2,Overpass,2019-04-09,53,16,14,Windigo,Nordavind,2,30,16
GroundZero,16-2 ,Jade,ESLAustralia&NZChampionshipSeason8,Cache,2019-04-09,53,16,2,GroundZero,Jade,14,18,16
GroundZero,16-9 ,Jade,ESLAustralia&NZChampionshipSeason8,Overpass,2019-04-09,53,16,9,GroundZero,Jade,7,25,16
AVANT,8-16 ,Genuine,ESLAustralia&NZChampionshipSeason8,Train,2019-04-09,53,8,16,Genuine,AVANT,8,24,16
AVANT,14-16,Genuine,ESLAustralia&NZChampionshipSeason8,Overpass,2019-04-09,53,14,16,Genuine,AVANT,2,30,16
GroundZero,16-11,Grayhound,ESLAustralia&NZChampionshipSeason8,Inferno,2019-04-09,53,16,11,GroundZero,Grayhound,5,27,16
GroundZero,4-16 ,Grayhound,ESLAustralia&NZChampionshipSeason8,Mirage,2019-04-09,53,4,16,Grayhound,GroundZero,12,20,16
GroundZero,10-16,Grayhound,ESLAustralia&NZChampionshipSeason8,Nuke,2019-04-09,53,10,16,Grayhound,GroundZero,6,26,16
Reapers,14-16,seguraobone,ESLBrazilPremierLeagueSeason8,Train,2019-04-09,53,14,16,seguraobone,Reapers,2,30,16
Reapers,16-2 ,seguraobone,ESLBrazilPremierLeagueSeason8,Inferno,2019-04-09,53,16,2,Reapers,seguraobone,14,18,16
Reapers,16-5 ,seguraobone,ESLBrazilPremierLeagueSeason8,Mirage,2019-04-09,53,16,5,Reapers,seguraobone,11,21,16
Imperial,16-12,WePlayGames,DellGamingLigaProSeason1-#4APR/19,Inferno,2019-04-09,53,16,12,Imperial,WePlayGames,4,28,16
Imperial,16-8 ,WePlayGames,DellGamingLigaProSeason1-#4APR/19,Train,2019-04-09,53,16,8,Imperial,WePlayGames,8,24,16
REDCanids,11-16,Neverest,ESLBrazilPremierLeagueSeason8,Mirage,2019-04-09,53,11,16,Neverest,REDCanids,5,27,16
REDCanids,16-12,Neverest,ESLBrazilPremierLeagueSeason8,Train,2019-04-09,53,16,12,REDCanids,Neverest,4,28,16
REDCanids,10-16,Neverest,ESLBrazilPremierLeagueSeason8,Overpass,2019-04-09,53,10,16,Neverest,REDCanids,6,26,16
DETONA,16-9 ,seguraobone,DellGamingLigaProSeason1-#4APR/19,Train,2019-04-09,53,16,9,DETONA,seguraobone,7,25,16
DETONA,16-8 ,seguraobone,DellGamingLigaProSeason1-#4APR/19,Mirage,2019-04-09,53,16,8,DETONA,seguraobone,8,24,16
Giants,16-19,Akopalipsa,LOOT.BETHotShotSeriesSeason2,Inferno,2019-04-08,53,16,19,Akopalipsa,Giants,3,35,19
Giants,16-7 ,Akopalipsa,LOOT.BETHotShotSeriesSeason2,Dust2,2019-04-08,53,16,7,Giants,Akopalipsa,9,23,16
Giants,16-7 ,Akopalipsa,LOOT.BETHotShotSeriesSeason2,Nuke,2019-04-08,53,16,7,Giants,Akopalipsa,9,23,16
ALTERNATEaTTaX,8-16 ,Tricked,LOOT.BETSeason2,Inferno,2019-04-08,53,8,16,Tricked,ALTERNATEaTTaX,8,24,16
ALTERNATEaTTaX,7-16 ,Tricked,LOOT.BETSeason2,Nuke,2019-04-08,53,7,16,Tricked,ALTERNATEaTTaX,9,23,16
Endpoint,17-19,Ancient,LOOT.BETHotShotSeriesSeason2,Mirage,2019-04-08,53,17,19,Ancient,Endpoint,2,36,19
Endpoint,12-16,Ancient,LOOT.BETHotShotSeriesSeason2,Overpass,2019-04-08,53,12,16,Ancient,Endpoint,4,28,16
